row_id,engagement_score
89198,4.105045309785172
89199,3.3297682709771355
89200,2.7123180067372363
89201,3.8736401332374673
89202,2.3670337997467055
89203,3.6867749979957596
89204,3.9515116180777494
89205,3.818598564519921
89206,2.573104409057281
89207,3.95064586219145
89208,4.124017916645108
89209,4.053614192933187
89210,3.604248281733602
89211,4.272002640648821
89212,3.4263103175479115
89213,3.5696685548920493
89214,2.5043520140489877
89215,3.9757495044917146
89216,4.158475556655908
89217,2.776783196179683
89218,4.070292262729506
89219,3.045723035377835
89220,2.8791954306933896
89221,3.378040231841972
89222,3.442620818792879
89223,4.041500366474337
89224,3.5703820620775524
89225,3.707733072038943
89226,3.2931649203897364
89227,3.2521991250075257
89228,3.63432201701952
89229,3.020916457489252
89230,2.887022079011792
89231,3.5112273286490217
89232,3.635415611547846
89233,2.450695410748256
89234,3.609752275103693
89235,3.845131127937125
89236,3.780317792121624
89237,4.105161790756816
89238,3.8597972317159464
89239,3.709184350994856
89240,3.562808457975238
89241,3.59268318857168
89242,4.068417736461685
89243,4.083307980769235
89244,4.160236621880278
89245,3.5652844502254446
89246,3.4478863521046437
89247,2.1130397174432045
89248,4.130315984323956
89249,2.894560367047613
89250,4.111196447807511
89251,2.72719650148678
89252,3.701784819759457
89253,3.059496712245005
89254,3.420579508750752
89255,3.424303883631929
89256,3.056252285453009
89257,3.6618271312337134
89258,3.7555257194346416
89259,3.4264090294596907
89260,2.728097974923243
89261,2.7547395069552825
89262,3.725475326045965
89263,3.6971552434507133
89264,3.905650198181448
89265,2.343723723301516
89266,3.6311341554806456
89267,3.699309400268375
89268,3.5461843479060535
89269,3.43056642636702
89270,3.715579710759085
89271,3.4388117449319875
89272,3.7631682111976703
89273,3.9813206102125354
89274,3.1516044794271774
89275,3.152181972520883
89276,2.8032473238128968
89277,2.495430735024539
89278,3.9367211338135975
89279,2.7088676322865437
89280,3.236184114752999
89281,3.5206516267653107
89282,3.2020687953462255
89283,4.195876642710601
89284,4.143382187157993
89285,2.8151996882148116
89286,3.749394889819574
89287,3.401255824843024
89288,3.635879967540049
89289,4.225932976619413
89290,3.434958129560782
89291,2.9667698088608545
89292,4.064439682869718
89293,4.1890709502699846
89294,3.5325439642271106
89295,3.3524555560397267
89296,3.365109887185119
89297,4.096526629146152
89298,3.629444672878594
89299,4.243417381741785
89300,3.82633235886122
89301,4.0699743906016685
89302,3.513507471391608
89303,2.7334571080098327
89304,4.300382980935877
89305,4.029347214088054
89306,3.540433814155529
89307,3.540021459111122
89308,3.7490005868807588
89309,4.193008903249635
89310,3.3283571117260724
89311,3.481570392753737
89312,3.7451760997133943
89313,3.426564860896539
89314,3.8810220067621066
89315,3.499486453576938
89316,2.5879105464534713
89317,2.0930908108990964
89318,2.951771692859659
89319,2.5198486160769002
89320,3.589900171827962
89321,3.713333037811737
89322,3.3877754535898914
89323,4.316010661518074
89324,3.455862670636086
89325,3.674083016518553
89326,4.131387524608824
89327,4.19779333976685
89328,2.780953294916131
89329,3.565974369909607
89330,2.792201295748252
89331,4.3539537672791395
89332,3.6867696487789647
89333,4.139194589112698
89334,3.8026268208644494
89335,3.929931787921566
89336,2.7338700486309055
89337,3.2144821356939115
89338,3.8299850718225645
89339,2.811721442750772
89340,3.2621584050909367
89341,3.4147812400195163
89342,3.5430329515986245
89343,2.3963139512936693
89344,3.3816201303587197
89345,3.63871085309591
89346,3.8806028742090266
89347,3.913953013522136
89348,3.1906759638190216
89349,3.551370222288241
89350,4.121325206122095
89351,3.271945263607174
89352,3.6427570728541174
89353,4.2409207835246185
89354,3.00493830423071
89355,4.04664796509099
89356,4.295456795435064
89357,4.116166480030957
89358,3.352446407999722
89359,3.428370731616048
89360,3.2372569112919023
89361,4.166593326231371
89362,4.089381084103182
89363,4.005058325257331
89364,4.1856862395570795
89365,3.1301980348875738
89366,3.70080099726729
89367,3.264085819117773
89368,4.083728279807899
89369,3.3693133718147363
89370,3.689807440822637
89371,4.189662381186732
89372,3.7676351477193886
89373,3.0411179586818533
89374,3.1232842517557287
89375,3.8975851359207194
89376,4.13517091416391
89377,4.045315129347913
89378,4.087924980143551
89379,3.567960506983083
89380,4.321083150944947
89381,3.7160038073736685
89382,3.6792948042451963
89383,2.758289943648447
89384,3.5962418894698063
89385,4.401015706950246
89386,3.3828450548727345
89387,3.3958239170885816
89388,3.85553094828677
89389,3.6707849472958305
89390,4.077203061518029
89391,3.633827036988898
89392,3.094323900271584
89393,2.7672900945356336
89394,3.5857025890369996
89395,3.044938688079684
89396,3.6673213978402903
89397,3.7574605800850036
89398,3.757423097910817
89399,2.7389357146264706
89400,3.0186045648460826
89401,3.6121036008102605
89402,3.0071854374175784
89403,4.047059408371755
89404,3.230704429222611
89405,3.4233922293451386
89406,3.508370834513172
89407,3.9664310833342404
89408,3.139803832010419
