row_id,engagement_score
89198,4.10041391410526
89199,3.317552686274248
89200,2.7109780872223346
89201,3.8650325230382347
89202,2.3636485998615244
89203,3.668344128920344
89204,3.962346805201317
89205,3.8257251396594607
89206,2.575299214551482
89207,3.93335668332099
89208,4.115227958803198
89209,4.062368478662534
89210,3.5867604519624443
89211,4.279443925814518
89212,3.4098056396338157
89213,3.5689112347622753
89214,2.513347429525391
89215,3.9841284804928914
89216,4.165575241041869
89217,2.7811497880029674
89218,4.080236041751831
89219,3.0573754257504775
89220,2.8657765102826382
89221,3.3958237293276503
89222,3.4559305436064154
89223,4.021195004850066
89224,3.5656709018624015
89225,3.716177824550219
89226,3.280438671946555
89227,3.2571449109345925
89228,3.6354502363446084
89229,3.0172345248188357
89230,2.891773250048384
89231,3.516270510298095
89232,3.624371681043967
89233,2.465618193591789
89234,3.604235911906552
89235,3.8555209301792916
89236,3.7650339667319317
89237,4.111397502217105
89238,3.880521861166867
89239,3.697901737658726
89240,3.5637179892156916
89241,3.6185854830445234
89242,4.073557996589421
89243,4.089344840243504
89244,4.1594736899574025
89245,3.5747627953959307
89246,3.4492143289547
89247,2.106875672795832
89248,4.133449620398023
89249,2.8740766031686076
89250,4.109606665482124
89251,2.6982758965330302
89252,3.7315848131822826
89253,3.043879374567453
89254,3.4003754646614377
89255,3.4338693118872983
89256,3.0546910851346274
89257,3.663680788024722
89258,3.7366403073486767
89259,3.4194445940179174
89260,2.7178427907567806
89261,2.749355290296096
89262,3.722913424492063
89263,3.7200015890808884
89264,3.904981790661862
89265,2.352160158057477
89266,3.6280490323359498
89267,3.7123007469718856
89268,3.56081181629114
89269,3.43181318271703
89270,3.7097359412174344
89271,3.4480331367258237
89272,3.76204512538341
89273,3.9887971055907565
89274,3.1541848643404666
89275,3.1437501344654892
89276,2.8258481110763096
89277,2.494590335839966
89278,3.9375469081798347
89279,2.6873707660178434
89280,3.2419845026098417
89281,3.5316387045503186
89282,3.205649273198788
89283,4.202952790882198
89284,4.144193188154258
89285,2.8060436683299175
89286,3.7420974832227185
89287,3.395213356989462
89288,3.631067370473078
89289,4.21863784219366
89290,3.44067780554879
89291,2.940971602717921
89292,4.063658803285625
89293,4.192545012365867
89294,3.5408718734138906
89295,3.3524010097730756
89296,3.365707722478846
89297,4.0876994628231484
89298,3.6186252914811217
89299,4.254354524242545
89300,3.8159825889107526
89301,4.063081644185565
89302,3.5393492382239113
89303,2.729265243326032
89304,4.308155121070389
89305,4.030194313639239
89306,3.5368622220670964
89307,3.540383069725568
89308,3.7382125492574674
89309,4.191665449872788
89310,3.322324460257653
89311,3.457260856826647
89312,3.739085660973914
89313,3.419781667016026
89314,3.886795002573734
89315,3.509010628030415
89316,2.6073908932390903
89317,2.088011097060726
89318,2.9354416998943322
